epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,153.636,1.42877,2.62023,1.23119,0.00336,0.92414,0.41513,0.19746,1.32202,3.57638,1.20561,0.00064,0.00064,0.00064
2,312.747,1.45533,1.79842,1.20948,0.52398,0.34483,0.37965,0.19309,1.48373,3.05421,1.40747,0.00127426,0.00127426,0.00127426
